5	32	3.75141e+09	3.68456e+09	3.68458e+09	3.64872e+09	3.62214e+09	3.63087e+09	3.62567e+09	3.7621e+09	3.74528e+09	3.88475e+09	4.10065e+09	4.1756e+09	4.46246e+09	2.23269	0.645033	0.231731	0.17902	0.148882	0.134833	0.126724	0.117708	0.115898	0.112978	0.11445	0.101215	0.119513	
10	32	3.38728e+09	3.2534e+09	3.19281e+09	3.15046e+09	3.08741e+09	3.04054e+09	2.87828e+09	2.75181e+09	2.68614e+09	2.6816e+09	2.65484e+09	2.65592e+09	2.64723e+09	4.52856	1.28705	0.457074	0.352382	0.298502	0.275946	0.254305	0.238642	0.235278	0.230818	0.233084	0.205573	0.234724	
15	32	3.31421e+09	3.19825e+09	3.13582e+09	3.11005e+09	3.06854e+09	2.99177e+09	2.87768e+09	2.78222e+09	2.74511e+09	2.75975e+09	2.74878e+09	2.75488e+09	2.78048e+09	6.65309	1.95122	0.707049	0.549824	0.456714	0.411871	0.382197	0.356675	0.349509	0.350041	0.355673	0.307054	0.363139	
20	32	2.63868e+09	2.55071e+09	2.49475e+09	2.47156e+09	2.43124e+09	2.36051e+09	2.28265e+09	2.19809e+09	2.15887e+09	2.16887e+09	2.18414e+09	2.18271e+09	2.20335e+09	8.78841	2.59909	0.91487	0.72306	0.609712	0.560388	0.520171	0.481265	0.466082	0.460988	0.474085	0.413107	0.471486	
25	32	2.09047e+09	2.00668e+09	2.0094e+09	1.94086e+09	1.90567e+09	1.86858e+09	1.7758e+09	1.69594e+09	1.67763e+09	1.67354e+09	1.68768e+09	1.67874e+09	1.69614e+09	11.0605	3.04504	1.1064	0.873344	0.747551	0.701319	0.637055	0.600223	0.58679	0.580062	0.597726	0.517007	0.590237	
50	32	8.81081e+08	8.32576e+08	8.05477e+08	7.8804e+08	7.69103e+08	7.2751e+08	6.77384e+08	6.28744e+08	6.26822e+08	6.25898e+08	6.34751e+08	6.27336e+08	6.32631e+08	21.9989	6.46439	2.34613	1.84364	1.54963	1.43748	1.32749	1.22788	1.18004	1.1658	1.20204	1.04669	1.18986	
80	32	4.87296e+08	4.57492e+08	4.35937e+08	4.20745e+08	4.05958e+08	3.8088e+08	3.41752e+08	3.24296e+08	3.30302e+08	3.50567e+08	3.44187e+08	3.46266e+08	3.58357e+08	35.2841	9.89252	3.5737	2.8263	2.41809	2.27483	2.10924	1.96167	1.88959	1.87121	1.94161	1.67745	1.9102	
100	32	3.68702e+08	3.48193e+08	3.30227e+08	3.10643e+08	2.97126e+08	2.80889e+08	2.55274e+08	2.4411e+08	2.53667e+08	2.8099e+08	2.77809e+08	2.74947e+08	2.89156e+08	43.6765	12.9253	4.62334	3.62005	3.09235	2.89221	2.65478	2.46994	2.38517	2.32475	2.41799	2.09969	2.38617	
150	32	2.47697e+08	2.21882e+08	2.06524e+08	1.86185e+08	1.84495e+08	1.60966e+08	1.59118e+08	1.66888e+08	1.6862e+08	2.01584e+08	2.01302e+08	2.06565e+08	2.16304e+08	65.9167	17.9415	6.53533	5.18597	4.49881	4.27476	3.98499	3.71429	3.56675	3.50308	3.60509	3.15709	3.57494	
200	32	1.71853e+08	1.54566e+08	1.37869e+08	1.24889e+08	1.27839e+08	1.08038e+08	1.19888e+08	1.34367e+08	1.37598e+08	1.6441e+08	1.69296e+08	1.76819e+08	1.88944e+08	87.6919	26.2916	9.46691	7.38542	6.22178	5.83629	5.33748	4.96134	4.7499	4.70887	4.85575	4.25433	4.79434	
300	32	9.42538e+07	8.10273e+07	7.58201e+07	7.37941e+07	7.06697e+07	6.60936e+07	9.08488e+07	1.08593e+08	1.02372e+08	1.23386e+08	1.32139e+08	1.41866e+08	1.4848e+08	131.006	40.0171	14.582	11.2404	9.37185	8.73887	8.18456	7.50568	7.14288	7.04696	7.31135	6.4276	7.22537	
400	32	6.16826e+07	5.22124e+07	4.90695e+07	5.0949e+07	5.12093e+07	4.97489e+07	7.90678e+07	1.39584e+09	8.57643e+07	1.01956e+08	1.09098e+08	1.08514e+08	1.20279e+08	175.095	48.7958	17.4519	13.8727	12.0182	11.3153	10.6682	9.94895	9.48593	9.32067	9.69684	8.48838	9.58362	
500	32	4.68099e+07	3.97108e+07	3.81208e+07	3.67434e+07	3.71443e+07	4.23005e+07	6.63879e+07	7.92063e+07	7.35181e+07	8.97284e+07	9.5096e+07	8.83632e+07	9.8628e+07	218.574	66.1494	24.3264	18.8248	15.583	14.4171	13.4669	12.5238	11.9152	11.7125	12.1155	10.6036	12.0117	
