100	32	3.68702e+08	3.28491e+08	3.23421e+08	3.13898e+08	3.15483e+08	3.26455e+08	3.10348e+08	3.11178e+08	3.03214e+08	2.91966e+08	2.7605e+08	2.69318e+08	2.63972e+08	43.7579	11.487	3.56158	2.78443	2.31422	2.06987	1.8901	1.85101	1.92597	1.99275	2.15799	1.98073	2.36323	
200	32	1.71853e+08	1.33094e+08	1.31854e+08	1.27308e+08	1.32802e+08	1.25112e+08	1.26111e+08	1.27575e+08	1.21231e+08	1.17216e+08	1.05959e+08	1.11922e+08	1.11728e+08	87.5737	22.9335	7.12998	5.58874	4.68418	4.15387	3.79872	3.69965	3.86119	4.00305	4.32922	3.96567	4.71693	
300	32	9.42538e+07	7.62972e+07	7.23367e+07	7.64194e+07	7.68764e+07	7.25051e+07	7.1867e+07	7.41511e+07	6.94854e+07	7.20751e+07	6.87441e+07	6.94899e+07	6.7177e+07	131.335	37.0714	11.6406	8.90783	7.26145	6.42831	5.76495	5.62772	5.81877	6.01227	6.49866	5.96067	7.09578	
400	32	6.16826e+07	5.61274e+07	5.48119e+07	5.36767e+07	5.70293e+07	5.03834e+07	5.38136e+07	4.99942e+07	5.19685e+07	5.25768e+07	5.06163e+07	4.86871e+07	5.19868e+07	174.644	45.9742	14.4108	11.262	9.34968	8.36964	7.60481	7.43211	7.75349	7.99779	8.66366	7.96338	9.48186	
500	32	4.68099e+07	4.18304e+07	4.20013e+07	3.99277e+07	4.48005e+07	4.14077e+07	4.11103e+07	3.97009e+07	4.45895e+07	3.93306e+07	3.92334e+07	3.7849e+07	3.86081e+07	218.758	62.2934	19.5625	14.954	12.2443	10.7011	9.64494	9.37497	9.70027	10.0112	10.8046	9.92118	11.8367	
600	32	3.7201e+07	3.41749e+07	3.24725e+07	3.57147e+07	3.11195e+07	3.45768e+07	3.30723e+07	3.04304e+07	3.44725e+07	3.77814e+07	3.18071e+07	3.02534e+07	3.33949e+07	262.187	74.5878	23.1689	17.9555	14.5888	12.8835	11.5794	11.245	11.6469	12.0725	13.0283	11.9311	14.1886	
700	32	2.94186e+07	2.76556e+07	2.73352e+07	2.65205e+07	2.67555e+07	2.76903e+07	2.68028e+07	2.65736e+07	2.61301e+07	2.77504e+07	2.73227e+07	2.5742e+07	2.64966e+07	306.365	86.3753	27.0391	20.7624	16.9409	14.9626	13.4672	13.0679	13.5853	14.0326	15.1994	13.9093	16.5724	
800	32	2.39812e+07	2.30122e+07	2.15058e+07	2.1986e+07	2.21041e+07	2.09903e+07	2.09755e+07	2.16715e+07	2.42693e+07	2.11799e+07	2.09882e+07	2.23322e+07	2.29433e+07	349.788	99.4922	31.2151	23.8421	19.3993	17.0743	15.4616	15.0433	15.5295	16.034	17.3604	15.8727	18.9618	
900	32	1.93013e+07	1.87552e+07	1.87648e+07	2.02513e+07	1.77304e+07	1.89523e+07	1.90002e+07	1.77611e+07	1.81205e+07	1.89962e+07	1.79228e+07	2.01638e+07	1.85324e+07	393.781	110.54	34.908	26.6983	21.8674	19.2087	17.3601	16.8356	17.484	18.0935	19.5901	17.8939	21.3475	
1000	32	1.6111e+07	1.70797e+07	1.67498e+07	1.63377e+07	1.63165e+07	1.53242e+07	1.59028e+07	1.58022e+07	1.48921e+07	1.47333e+07	1.51915e+07	1.52106e+07	1.4616e+07	436.741	114.55	35.3602	27.8809	23.3413	20.9467	19.0557	18.6199	19.3293	20.0489	21.6221	19.8144	23.6303	
