100	1	2.45966e+06	2.99757e+06	2.67142e+06	2.84148e+06	2.77053e+06	2.80125e+06	2.80904e+06	2.65551e+06	1.28474	1.32503	1.32398	1.32928	1.32614	1.32612	1.32978	1.32742	
200	1	2.0987e+06	2.56289e+06	2.37798e+06	2.22233e+06	2.10023e+06	2.45367e+06	1.89955e+06	1.92693e+06	2.54941	2.64712	2.64635	2.64312	2.6529	2.64597	2.65896	2.65392	
300	1	1.83422e+06	2.47065e+06	2.50142e+06	2.23976e+06	2.25026e+06	2.42348e+06	2.12014e+06	1.98533e+06	3.8292	3.98345	3.98078	3.97981	3.98787	3.98392	3.96903	3.97835	
400	1	1.65007e+06	2.59682e+06	3.18001e+06	2.8599e+06	2.5434e+06	2.08986e+06	2.019e+06	2.35571e+06	5.14204	5.30453	5.30428	5.30042	5.29954	5.30619	5.29723	5.2886	
500	1	1.37315e+06	2.88035e+06	2.95226e+06	2.71719e+06	2.7283e+06	2.41997e+06	2.43308e+06	3.23982e+06	6.38134	6.61124	6.60948	6.6228	6.58923	6.62928	6.607	6.64421	
600	1	1.14907e+06	3.48449e+06	3.34392e+06	3.29032e+06	2.9746e+06	3.35925e+06	2.17036e+06	2.32944e+06	7.67088	7.9493	7.94353	7.93549	7.93857	7.93561	7.99368	7.95775	
700	1	975056	4.25369e+06	3.59942e+06	4.14908e+06	2.71918e+06	2.7913e+06	2.83825e+06	2.25759e+06	8.89504	9.26795	9.25973	9.25299	9.25719	9.2461	9.26654	9.26519	
800	1	838604	3.42507e+06	3.00218e+06	2.68467e+06	2.81977e+06	3.116e+06	2.79147e+06	2.21723e+06	10.1824	10.6222	10.6002	10.5933	10.6141	10.6097	10.6022	10.6283	
900	1	759047	3.27551e+06	3.7583e+06	3.02545e+06	2.70354e+06	2.64327e+06	2.49422e+06	2.26435e+06	11.4871	11.9275	11.929	11.932	11.9178	11.9277	11.9209	11.9811	
1000	1	638324	3.79531e+06	3.07412e+06	2.76424e+06	2.74268e+06	2.52049e+06	2.32724e+06	2.14843e+06	12.731	13.256	13.2379	13.2537	13.3121	13.2382	13.3118	13.2955	
1100	1	559225	2.76984e+06	2.75793e+06	2.89252e+06	2.97645e+06	2.36387e+06	2.0767e+06	2.00902e+06	14.0069	14.5576	14.5486	14.5405	14.5928	14.5479	14.6488	14.5423	
1200	1	493208	2.74653e+06	3.25362e+06	2.70634e+06	2.42146e+06	2.2021e+06	1.9166e+06	1.78757e+06	15.2468	15.8912	15.882	15.8459	15.8766	15.8641	15.907	15.9367	
100	1	1.06301e+08	1.01357e+08	1.05502e+08	9.27814e+07	9.43e+07	9.29335e+07	8.88861e+07	8.82993e+07	5.4206	5.59127	5.60356	5.60564	5.59568	5.60044	5.60046	5.60216	
200	1	8.34488e+07	8.9485e+07	8.4011e+07	8.3812e+07	8.04923e+07	8.03351e+07	7.13864e+07	6.95682e+07	10.8633	11.2282	11.2187	11.2172	11.1793	11.2046	11.2099	11.2058	
300	1	7.2027e+07	7.23732e+07	6.91147e+07	6.68485e+07	6.34621e+07	6.43365e+07	6.15349e+07	6.1758e+07	16.2787	16.8113	16.8116	16.7863	16.7697	16.8024	16.8096	16.8191	
400	1	5.83133e+07	5.88451e+07	5.69139e+07	5.46424e+07	5.23981e+07	5.00199e+07	5.00446e+07	4.68223e+07	21.6859	22.4251	22.4184	22.4183	22.3692	22.3648	22.3856	22.3604	
500	1	4.70841e+07	4.81269e+07	4.57501e+07	4.42958e+07	4.27977e+07	4.17298e+07	3.9046e+07	3.95329e+07	27.0768	27.9731	28.0996	28.1493	28.1029	28.1138	28.1001	28.1152	
600	1	3.83058e+07	3.7818e+07	3.88258e+07	3.69096e+07	3.61306e+07	3.59929e+07	3.38735e+07	3.28448e+07	32.5727	33.6039	33.634	33.6482	33.6161	33.6215	33.6126	33.6006	
700	1	3.16984e+07	3.14817e+07	3.10532e+07	3.14561e+07	2.84833e+07	2.89475e+07	2.74808e+07	2.66357e+07	37.8789	39.2178	39.1814	39.1907	39.1825	39.1556	39.196	39.1444	
800	1	2.56865e+07	2.65232e+07	2.55431e+07	2.61733e+07	2.39555e+07	2.28229e+07	2.10746e+07	2.30265e+07	43.3715	44.8262	44.7877	44.8171	44.9947	44.9784	44.9761	44.9566	
900	1	2.14235e+07	2.05656e+07	2.04706e+07	2.01718e+07	1.88622e+07	1.86554e+07	1.81722e+07	1.76214e+07	48.7081	50.4291	50.4024	50.4418	50.4346	50.3981	50.3751	50.3907	
1000	1	1.7259e+07	1.79229e+07	1.67243e+07	2.02015e+07	1.61988e+07	1.49026e+07	1.4879e+07	1.40277e+07	54.1219	56.0383	56.0228	55.9508	56.0118	56.0074	56.2216	56.2355	
1100	1	1.43318e+07	1.45755e+07	1.35332e+07	1.33037e+07	1.25618e+07	1.28095e+07	1.1921e+07	1.18654e+07	59.5565	61.6251	61.6376	61.6505	61.8514	61.8483	61.838	61.8268	
1200	1	1.19271e+07	1.18049e+07	1.09532e+07	1.09311e+07	1.0613e+07	1.02447e+07	9.71298e+06	9.83918e+06	65.0711	67.2698	67.2335	67.2512	67.1598	67.175	67.2035	67.1758	
100	1	8.57477e+07	7.40796e+07	7.67955e+07	7.79951e+07	7.94971e+07	8.04208e+07	8.15819e+07	8.3415e+07	22.3013	23.1778	23.2281	23.2106	23.211	23.2201	23.1997	23.2338	
200	1	3.79781e+07	2.97179e+07	3.08204e+07	3.02483e+07	3.15859e+07	3.20469e+07	3.28899e+07	3.37473e+07	44.5467	46.3956	46.4081	46.4308	46.4276	46.4407	46.4688	46.4455	
300	1	2.2675e+07	1.67758e+07	1.73502e+07	1.77448e+07	1.80735e+07	1.91333e+07	1.92256e+07	1.9283e+07	66.8527	69.9452	69.9476	69.9771	69.8886	69.9235	69.9175	69.9498	
400	1	1.54638e+07	1.18632e+07	1.21807e+07	1.20495e+07	1.24643e+07	1.27343e+07	1.2955e+07	1.31325e+07	89.1958	92.8526	92.8694	92.8183	92.7819	92.7238	92.8063	92.8422	
500	1	1.13201e+07	8.24407e+06	8.22894e+06	8.35513e+06	8.7711e+06	9.07152e+06	9.22794e+06	9.43646e+06	111.342	116.037	116.03	116.108	116.027	116.065	116.082	116.048	
600	1	8.55443e+06	6.15643e+06	6.29968e+06	6.68371e+06	6.45346e+06	6.75524e+06	6.8627e+06	7.03663e+06	133.673	139.267	139.201	139.153	139.787	139.832	139.817	139.833	
700	1	6.7519e+06	4.81615e+06	4.95614e+06	4.94946e+06	4.99041e+06	5.25605e+06	5.43727e+06	5.58997e+06	155.944	162.549	162.448	162.533	162.506	162.44	162.535	162.536	
800	1	5.39712e+06	3.74456e+06	3.99811e+06	3.99269e+06	4.06824e+06	4.24953e+06	4.46077e+06	4.31662e+06	178.246	186.203	186.163	186.179	186.24	186.302	186.155	186.122	
900	1	4.40732e+06	3.03283e+06	3.18119e+06	3.20737e+06	3.19158e+06	3.20593e+06	3.78596e+06	3.74221e+06	200.621	208.926	208.902	208.835	208.92	208.868	208.823	208.82	
1000	1	3.71889e+06	2.47265e+06	2.58341e+06	2.62365e+06	2.6647e+06	2.93539e+06	2.84747e+06	2.84654e+06	222.76	232.137	232.177	232.215	232.147	232.102	232.88	232.968	
1100	1	3.19842e+06	2.25461e+06	2.32985e+06	2.18367e+06	2.24454e+06	2.44403e+06	2.37393e+06	2.50025e+06	245.092	255.384	255.417	255.315	255.357	255.29	255.044	255.443	
1200	1	2.79015e+06	1.9453e+06	1.91399e+06	2.04844e+06	1.94333e+06	2.13914e+06	2.07191e+06	2.19512e+06	267.365	278.596	278.46	278.608	279.509	279.476	279.469	279.603	
