100	1	2.45966e+06	2.95645e+06	2.86618e+06	3.11047e+06	2.94955e+06	2.91192e+06	2.92276e+06	2.73341e+06	1.27312	1.32672	1.32359	1.32638	1.32446	1.32268	1.3248	1.32556	
200	1	2.0987e+06	2.31203e+06	2.25021e+06	2.33222e+06	2.21301e+06	2.38762e+06	2.22924e+06	2.35607e+06	2.54463	2.64468	2.64197	2.64615	2.64619	2.64746	2.65555	2.65858	
300	1	1.83422e+06	2.2901e+06	2.31213e+06	2.94379e+06	2.33506e+06	2.64834e+06	3.23717e+06	3.12399e+06	3.83255	3.98696	3.97176	3.97157	3.97203	3.98282	3.97145	3.98098	
400	1	1.65007e+06	2.88919e+06	2.46667e+06	4.04397e+06	2.69577e+06	3.28576e+06	2.76848e+06	2.73221e+06	5.09293	5.2891	5.28507	5.27125	5.28413	5.28592	5.27394	5.28794	
500	1	1.37315e+06	3.10276e+06	3.12558e+06	2.72586e+06	3.00347e+06	3.74733e+06	3.15418e+06	3.10913e+06	6.36178	6.60783	6.61212	6.60955	6.60969	6.60772	6.60932	6.65701	
600	1	1.14907e+06	3.01618e+06	3.1542e+06	3.18094e+06	3.08641e+06	2.99448e+06	3.78312e+06	3.46513e+06	7.62691	7.95221	7.94625	7.94099	7.94139	7.93273	7.975	7.95058	
700	1	975056	3.99388e+06	3.42518e+06	3.68804e+06	2.80812e+06	3.02591e+06	3.13398e+06	3.28794e+06	8.89568	9.24409	9.24559	9.25587	9.2581	9.26078	9.29617	9.23911	
800	1	838604	2.8414e+06	3.54495e+06	3.6567e+06	3.28776e+06	3.20724e+06	3.36322e+06	4.09623e+06	10.2097	10.5875	10.5504	10.5677	10.5744	10.6059	10.558	10.5703	
900	1	759047	3.16077e+06	3.14966e+06	3.39532e+06	2.9483e+06	3.2715e+06	2.86498e+06	3.33136e+06	11.432	11.8973	11.9114	11.8848	11.9134	11.912	11.9205	11.92	
1000	1	638324	3.39419e+06	3.61848e+06	3.14878e+06	3.3069e+06	3.34508e+06	3.53628e+06	3.02257e+06	12.706	13.2428	13.2458	13.2452	13.241	13.219	13.2187	13.2232	
1100	1	559225	2.97333e+06	2.92856e+06	2.96983e+06	3.00693e+06	2.85484e+06	2.86608e+06	2.90126e+06	14.0453	14.5439	14.5455	14.5363	14.5427	14.5354	14.5368	14.5286	
1200	1	493208	2.94915e+06	2.71281e+06	2.64311e+06	3.22822e+06	2.82768e+06	2.92614e+06	3.22754e+06	15.2881	15.8507	15.8363	15.8089	15.8211	15.851	15.9243	15.8449	
100	1	1.06301e+08	1.07909e+08	1.0743e+08	1.03681e+08	1.0123e+08	1.04125e+08	1.0121e+08	1.05282e+08	5.42329	5.60719	5.60546	5.60895	5.60558	5.60207	5.60345	5.60313	
200	1	8.34488e+07	8.74218e+07	8.76603e+07	8.78977e+07	8.96099e+07	8.79427e+07	8.34974e+07	8.85543e+07	10.8553	11.217	11.2128	11.2091	11.2073	11.203	11.2129	11.2084	
300	1	7.2027e+07	7.09783e+07	7.22408e+07	7.51744e+07	7.22575e+07	7.15464e+07	6.82743e+07	7.07697e+07	16.2824	16.8144	16.778	16.8177	16.8197	16.7942	16.8162	16.775	
400	1	5.83133e+07	5.81823e+07	5.71962e+07	5.96519e+07	5.65682e+07	5.86468e+07	5.84085e+07	5.73827e+07	21.7097	22.4223	22.4201	22.3908	22.3839	22.3945	22.4064	22.3614	
500	1	4.70841e+07	4.73341e+07	4.72539e+07	4.83813e+07	4.63613e+07	4.68397e+07	4.70996e+07	4.79898e+07	27.0814	28.0333	27.981	28.0311	28.0194	28.1313	28.1271	28.1339	
600	1	3.83058e+07	3.94116e+07	3.76213e+07	4.02375e+07	3.80457e+07	3.76293e+07	3.77961e+07	3.82949e+07	32.4965	33.6146	33.624	33.6054	33.593	33.5447	33.5668	33.607	
700	1	3.16984e+07	3.22643e+07	3.24736e+07	3.15489e+07	3.24918e+07	3.10436e+07	3.17573e+07	3.26995e+07	37.9288	39.2237	39.1745	39.2472	39.207	39.2299	39.1731	39.1992	
800	1	2.56865e+07	2.63737e+07	2.62126e+07	2.60222e+07	2.6628e+07	2.54287e+07	2.63751e+07	2.584e+07	43.3237	44.8469	44.8346	44.8334	44.7926	44.7259	44.8064	44.8214	
900	1	2.14235e+07	2.18104e+07	2.13993e+07	2.11888e+07	2.08375e+07	2.06664e+07	2.09127e+07	2.18798e+07	48.7999	50.4122	50.4183	50.3593	50.4343	50.4139	50.4316	50.3802	
1000	1	1.7259e+07	1.72046e+07	1.74729e+07	1.7038e+07	1.68826e+07	1.69836e+07	1.77793e+07	1.76961e+07	54.1924	56.0584	55.9775	56.0033	55.9401	55.9685	55.9587	56.0109	
1100	1	1.43318e+07	1.45056e+07	1.41632e+07	1.38547e+07	1.41661e+07	1.47734e+07	1.42596e+07	1.39703e+07	59.6137	61.5884	61.8723	61.9285	61.8649	61.8565	61.8245	61.8067	
1200	1	1.19271e+07	1.1372e+07	1.20854e+07	1.16966e+07	1.13491e+07	1.17638e+07	1.13219e+07	1.13402e+07	64.882	67.0745	67.082	67.0847	67.0682	67.0563	67.051	67.0483	
100	1	8.57477e+07	7.46114e+07	7.5308e+07	7.43979e+07	7.43002e+07	7.60889e+07	7.42939e+07	7.59488e+07	22.2319	23.1707	23.1597	23.1575	23.163	23.1596	23.1564	23.1581	
